,Date,Open,High,Low,Close,Adj Close,Volume
0,2007-10-05,50.51251220703125,61.59376525878906,46.77188491821289,56.5875129699707,32.764312744140625,855215656
1,2007-10-08,58.50001525878906,58.50001525878906,53.3531379699707,53.69063949584961,31.087020874023438,126671715
2,2007-10-09,53.7187614440918,57.8531379699707,50.8218879699707,57.34688949584961,33.20400619506836,116725709
3,2007-10-10,58.8375129699707,59.06251525878906,57.37501525878906,57.881263732910156,33.513404846191406,67931378
4,2007-10-11,67.50001525878906,67.50001525878906,57.37501525878906,64.35001373291016,37.258827209472656,106320954
5,2007-10-12,63.00001525878906,66.31876373291016,62.43751525878906,63.928138732910156,37.01456832885742,99410791
6,2007-10-15,65.25001525878906,65.64376831054688,64.20938873291016,64.77188873291016,37.503089904785156,41814972
7,2007-10-16,64.85626220703125,72.50627136230469,64.40626525878906,71.38126373291016,41.329952239990234,138614496
8,2007-10-17,64.12501525878906,78.75001525878906,59.6812629699707,76.95001983642578,44.55427169799805,204876259
9,2007-10-18,78.18751525878906,84.06564331054688,71.07189178466797,74.25001525878906,42.9909553527832,146617799
10,2007-10-19,72.56251525878906,77.00627136230469,70.31251525878906,73.99689483642578,42.84440994262695,110266491
11,2007-10-22,72.50627136230469,75.29064178466797,70.59376525878906,73.01251983642578,42.274444580078125,72253405
12,2007-10-23,74.81251525878906,78.91876983642578,74.81251525878906,78.21564483642578,45.28705978393555,74594921
13,2007-10-24,79.87501525878906,80.7187728881836,76.13439178466797,77.00627136230469,44.58683395385742,63055170
14,2007-10-25,74.39064025878906,78.63751983642578,67.86563873291016,76.83751678466797,44.48912048339844,34522489
15,2007-10-26,78.18751525878906,80.40939331054688,76.07814025878906,79.14376831054688,45.824459075927734,62370025
16,2007-10-29,80.4375228881836,82.6875228881836,80.04376983642578,80.74689483642578,46.75265884399414,43657697
17,2007-10-30,81.8437728881836,84.76876831054688,79.42501831054688,82.5468978881836,47.79487991333008,79921711
18,2007-10-31,82.9687728881836,86.1187744140625,82.6875228881836,84.26251983642578,48.788230895996094,44655368
19,2007-11-01,86.3437728881836,86.99064636230469,81.7031478881836,82.37814331054688,47.69716262817383,50632492
20,2007-11-02,79.39689636230469,84.3750228881836,78.75001525878906,83.86876678466797,48.56024932861328,32001693
21,2007-11-05,83.8125228881836,87.4687728881836,83.30626678466797,85.58439636230469,49.55360412597656,38833135
22,2007-11-06,87.07501983642578,92.19377136230469,85.52814483642578,86.70939636230469,50.204978942871094,81880281
23,2007-11-07,88.3125228881836,89.55001831054688,83.5312728881836,85.44377136230469,49.47217559814453,33593141
24,2007-11-08,83.2500228881836,86.2593994140625,82.1250228881836,83.98126983642578,48.62538146972656,27990521
25,2007-11-12,81.45001983642578,87.5250244140625,79.22814178466797,86.00627136230469,49.79786682128906,35153735
26,2007-11-13,87.4687728881836,89.83126831054688,84.68439483642578,88.05939483642578,50.98661804199219,43830531
27,2007-11-14,89.60626983642578,90.8437728881836,86.45626831054688,86.9062728881836,50.31895446777344,36738579
28,2007-11-15,88.53752136230469,89.9156494140625,86.70939636230469,88.3687744140625,51.165748596191406,29242252
29,2007-11-16,87.97502136230469,89.74689483642578,86.73751831054688,87.7500228881836,50.80747604370117,18895294
30,2007-11-19,89.74689483642578,94.2187728881836,89.0718994140625,90.92814636230469,52.64762878417969,40716718
31,2007-11-20,90.5625228881836,93.0937728881836,88.42501831054688,89.52189636230469,51.83341979980469,26342171
32,2007-11-21,90.0562744140625,90.59064483642578,80.55001831054688,82.5468978881836,47.79487991333008,26814499
33,2007-11-22,81.67501831054688,84.9937744140625,76.24689483642578,79.70626831054688,46.15013885498047,34096185
34,2007-11-23,84.9375228881836,85.5000228881836,80.21251678466797,84.9937744140625,49.21160888671875,27664090
35,2007-11-26,88.14376831054688,88.14376831054688,84.9937744140625,85.66876983642578,49.60243606567383,20159123
36,2007-11-27,87.13127136230469,87.13127136230469,82.6875228881836,83.55939483642578,48.38111114501953,20573198
37,2007-11-28,85.38751983642578,85.7812728881836,81.75939178466797,82.32189178466797,47.66458511352539,16435311
38,2007-11-29,84.3750228881836,84.82501983642578,79.05939483642578,80.10002136230469,46.378135681152344,25530967
39,2007-11-30,81.5625228881836,83.70001983642578,80.4375228881836,83.19377136230469,48.1694221496582,18437721
40,2007-12-03,84.20626831054688,85.4156494140625,83.55939483642578,84.3750228881836,48.853355407714844,16851227
41,2007-12-04,84.9375228881836,85.6406478881836,82.65939331054688,83.27814483642578,48.218257904052734,14008727
42,2007-12-05,83.41876983642578,86.9062728881836,83.2500228881836,86.59689331054688,50.13983154296875,27725290
43,2007-12-06,88.48126983642578,89.80314636230469,83.89689636230469,84.9937744140625,49.21160888671875,24104710
44,2007-12-07,85.52814483642578,86.73751831054688,83.1093978881836,84.62814331054688,48.99991989135742,11742386
45,2007-12-10,85.44377136230469,85.75314331054688,83.61564636230469,84.7125244140625,49.04877853393555,8330010
46,2007-12-11,85.47189331054688,85.95001983642578,83.89689636230469,84.31877136230469,48.820796966552734,11685950
47,2007-12-12,83.2500228881836,85.02189636230469,82.6875228881836,84.26251983642578,48.788230895996094,16342131
48,2007-12-13,84.3750228881836,85.5000228881836,82.5468978881836,82.85626983642578,47.97400665283203,14620172
49,2007-12-14,82.57501983642578,83.33439636230469,81.61876678466797,82.04064178466797,47.50175857543945,10991851
50,2007-12-17,82.51876831054688,82.9687728881836,75.93751525878906,77.09064483642578,44.63568878173828,19355678
51,2007-12-18,76.21876525878906,79.31251525878906,74.36251831054688,76.75314331054688,44.44028091430664,21607783
52,2007-12-19,79.22814178466797,79.90314483642578,74.70001983642578,75.34689331054688,43.62604522705078,19526912
53,2007-12-20,76.33126831054688,76.95001983642578,74.25001525878906,74.58751678466797,43.18637466430664,17105204
54,2007-12-24,75.71251678466797,78.07501983642578,75.09376525878906,76.86564636230469,44.50542068481445,16711519
55,2007-12-26,77.28752136230469,80.1562728881836,77.28752136230469,79.20001983642578,45.857025146484375,20930094
56,2007-12-27,80.83126831054688,81.95626831054688,79.08751678466797,79.76251983642578,46.18273162841797,44565277
57,2007-12-28,79.59376525878906,80.7187728881836,78.75001525878906,80.38127136230469,46.54098129272461,18354518
58,2007-12-31,81.0000228881836,81.45001983642578,79.98751831054688,80.97189331054688,46.88294219970703,11982308
59,2008-01-01,81.39376831054688,83.22189331054688,80.63439178466797,82.46251678466797,47.74602127075195,16687746
60,2008-01-02,82.46251678466797,83.08126831054688,80.80314636230469,82.01251983642578,47.48545837402344,13437280
61,2008-01-03,81.50627136230469,85.72502136230469,80.52189636230469,85.38751983642578,49.43959426879883,31815218
62,2008-01-04,86.6250228881836,87.7500228881836,84.3750228881836,84.9375228881836,49.179054260253906,28011310
63,2008-01-07,84.40314483642578,86.17501831054688,83.33439636230469,84.2343978881836,48.77194595336914,15858063
64,2008-01-08,84.31877136230469,85.5000228881836,80.38127136230469,81.36564636230469,47.11092758178711,13282666
65,2008-01-09,81.45001983642578,81.81564331054688,79.87501525878906,80.07189178466797,46.36183547973633,13113527
66,2008-01-10,80.4375228881836,82.6875228881836,77.62501525878906,78.15939331054688,45.25448226928711,18023003
67,2008-01-11,79.22814178466797,80.10002136230469,76.21876525878906,79.34064483642578,45.938446044921875,11629440
68,2008-01-14,79.48126983642578,81.39376831054688,78.21564483642578,80.55001831054688,46.6386833190918,10264240
69,2008-01-15,81.8437728881836,82.18126678466797,77.45626831054688,78.10314178466797,45.221923828125,11558334
70,2008-01-16,77.54064178466797,78.18751525878906,74.55939483642578,76.50001525878906,44.2937126159668,14834065
71,2008-01-17,76.78126525878906,80.2968978881836,75.15001678466797,78.55314636230469,45.48247146606445,16169395
72,2008-01-18,77.90626525878906,77.99064636230469,74.25001525878906,74.89689636230469,43.36549758911133,13254156
73,2008-01-21,74.25001525878906,74.25001525878906,54.1406364440918,62.15626525878906,35.98863983154297,33202389
74,2008-01-22,56.0250129699707,59.06251525878906,44.409385681152344,55.912513732910156,32.37348175048828,58755707
75,2008-01-23,56.81251525878906,64.54689025878906,56.81251525878906,62.15626525878906,35.98863983154297,28425991
76,2008-01-24,65.50314331054688,66.71251678466797,59.34376525878906,62.29689025878906,36.0700569152832,29911930
77,2008-01-25,65.25001525878906,65.81251525878906,62.85939025878906,65.50314331054688,37.926490783691406,12550722
78,2008-01-28,64.60314178466797,66.71251678466797,59.34376525878906,66.20626831054688,38.33360290527344,13601109
79,2008-01-29,66.37501525878906,67.33126831054688,64.12501525878906,65.10939025878906,37.698516845703125,7679877
80,2008-01-30,65.25001525878906,65.53126525878906,60.693763732910156,61.50939178466797,35.61408996582031,9016102
81,2008-01-31,62.15626525878906,62.325016021728516,56.81251525878906,57.48751449584961,33.28541946411133,41538563
82,2008-02-01,58.47188949584961,59.90626525878906,57.93751525878906,59.48439025878906,34.44161605834961,9089201
83,2008-02-04,60.60939025878906,63.28126525878906,60.60939025878906,62.55001449584961,36.21663284301758,12009385
84,2008-02-05,62.662513732910156,65.33438873291016,61.31251525878906,64.49063873291016,37.34025573730469,14593303
85,2008-02-06,62.71876525878906,64.68751525878906,60.356266021728516,63.928138732910156,37.01456832885742,12429218
86,2008-02-07,63.05626678466797,65.22189331054688,60.52501678466797,60.918766021728516,35.27212905883789,11300078
87,2008-02-08,61.31251525878906,61.818763732910156,58.24688720703125,59.34376525878906,34.360198974609375,13514197
88,2008-02-11,60.18751525878906,60.18751525878906,54.5625114440918,55.15313720703125,31.933805465698242,15133331
89,2008-02-12,56.81251525878906,57.178138732910156,53.7187614440918,54.16876220703125,31.363861083984375,10237627
90,2008-02-13,55.1250114440918,55.8281364440918,52.28438949584961,53.381263732910156,30.90789794921875,10395753
91,2008-02-14,54.5625114440918,58.64064025878906,54.5625114440918,58.05001449584961,33.611114501953125,12514003
92,2008-02-15,57.82501220703125,60.18751525878906,56.27813720703125,59.709388732910156,34.571895599365234,12080990
93,2008-02-18,61.059391021728516,61.059391021728516,58.865638732910156,59.37188720703125,34.37648391723633,6977153
94,2008-02-19,60.44063949584961,60.58126449584961,58.2750129699707,58.725013732910156,34.0019416809082,7226542
95,2008-02-20,58.162513732910156,58.19063949584961,56.615638732910156,57.26251220703125,33.15513610839844,5604999
96,2008-02-21,58.19063949584961,58.64064025878906,56.95314025878906,57.65626525878906,33.383121490478516,3874365
97,2008-02-22,55.7437629699707,57.2906379699707,55.15313720703125,56.92501449584961,32.959739685058594,2691220
98,2008-02-25,57.600013732910156,58.10626220703125,56.0250129699707,57.40313720703125,33.236572265625,6270186
99,2008-02-26,57.93751525878906,58.443763732910156,57.34688949584961,57.62813949584961,33.366844177246094,7139423
100,2008-02-27,58.47188949584961,64.01251220703125,58.47188949584961,61.00313949584961,35.32098388671875,43223132
101,2008-02-28,61.59376525878906,63.19689178466797,60.75001525878906,62.71876525878906,36.314327239990234,35763847
102,2008-02-29,62.325016021728516,63.56251525878906,60.80626678466797,61.818763732910156,35.79322814941406,16477462
103,2008-03-03,59.1187629699707,61.200016021728516,58.5562629699707,59.23126220703125,34.29505157470703,10049153
104,2008-03-04,59.62501525878906,59.850013732910156,56.25001525878906,57.7125129699707,33.41569137573242,11485198
105,2008-03-05,57.9937629699707,59.06251525878906,56.3062629699707,58.78126525878906,34.034507751464844,8581053
106,2008-03-07,57.93751525878906,57.93751525878906,53.4375114440918,55.771888732910156,32.292076110839844,14251925
107,2008-03-10,55.57501220703125,55.6875114440918,52.115638732910156,55.29376220703125,32.177494049072266,11713659
108,2008-03-11,54.8437614440918,60.412513732910156,53.55001449584961,59.850013732910156,34.82895278930664,19665129
109,2008-03-12,61.481266021728516,61.87501525878906,57.76876449584961,58.33126449584961,33.94514465332031,12262350
110,2008-03-13,56.81251525878906,57.37501525878906,48.9375114440918,50.315635681152344,29.280542373657227,47000084
111,2008-03-14,51.721885681152344,54.0000114440918,50.6812629699707,53.7750129699707,31.293685913085938,35798540
112,2008-03-17,52.76251220703125,52.76251220703125,50.568763732910156,51.6656379699707,30.066162109375,19211273
113,2008-03-18,51.581260681152344,53.12813949584961,50.737510681152344,52.115638732910156,30.328044891357422,12632937
114,2008-03-19,54.5625114440918,58.38751220703125,52.0875129699707,52.42501449584961,30.50806427001953,16449023
115,2008-03-24,54.39376449584961,54.39376449584961,51.77813720703125,52.9312629699707,30.802675247192383,11636914
116,2008-03-25,54.30938720703125,55.2656364440918,53.32501220703125,54.928138732910156,31.9647274017334,13232423
117,2008-03-26,54.5625114440918,55.912513732910156,54.0000114440918,54.59063720703125,31.768329620361328,11448313
118,2008-03-27,53.7750129699707,56.10939025878906,53.7750129699707,55.57501220703125,32.34115982055664,17425122
119,2008-03-28,55.8281364440918,56.10939025878906,54.225013732910156,55.6875114440918,32.406639099121094,11599511
